"","country","continent","leg_pow","ex_pow","jud_pow","leg_share","ex_share","jud_share","SPI_index","freedom_vdem","num_rights","dummy_freexp","replace_ex","serve_min","interpellate","investigate","oversee_pol","appoint_pm","appoint_min","lack_pres","no_conf","no_diss","no_decree","no_veto","no_review","no_gate","no_impound","cont_resor","immunity","elected","amend","war","treaty","amnesty","pardon","judiciary","bank","media","sessions","secretary","staff","no_limit","seek_reelect","experience","jscore_1","jscore_2","jscore_3","jscore_4","jscore_5","jscore_6","jscore_7","jscore_8","jscore_9","jscore_10","escore_1","escore_2","escore_3","escore_4","escore_5","escore_6","escore_7","escore_8","escore_9","log_vdem","con_age","mil_spend","nat_inc","gender_development","gender_inequality","brit_col","chrst_pct","islm_pct","jud_pct","bud_pct","rel_dom","mil_events","gini_index","polity","dummy_eu","dummy_am"
"31","Croatia","Europe",0.837269416,0.278,0.562,0.499186003162655,0.165745584667598,0.335068412169748,0.289,0.896185066171127,66,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0.023262612,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.62,0.33,0.67,1,1,1,0,0,1,0,1,0,0,0.5,0,0,0,1,0,-2.26514544741507,17,1.83948113,13019.49416,0.988,0.137,0,0.9227,0.0138,1e-04,0,TRUE,0,26.6,9,1,0
"32","Cyprus","Asia",0.438481771,0.611,0.733,0.245995094106351,0.342780504093021,0.411224401800629,0.144,0.936668072203276,51,1,0,0,0.035832422,0,0,0,0,0,0,0.036478606,0,0,0,0,0.033632321,0.03629398,0,0.037801742,0.032678433,0,0.034001569,0,0,0,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,1,0.33,0,1,1,1,1,1,1,0,0.5,1,0,1,1,0,1,0,1,-2.75936568841933,48,1.630011575,30567.40037,0.962,0.126,1,0.7226,0.213,2e-04,0,FALSE,0,29.4,10,0,0
"33","Czech Republic","Europe",0.842546578,0.889,0.508,0.376213018419303,0.396955351914989,0.226831629665708,0.161,0.969183161688646,56,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0,0.030709109,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0.023554932,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.75,0.33,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,-3.47969403996716,15,1.23821201,16506.80552,0.974,0.134,0,0.2614,2e-04,5e-04,3e-04,FALSE,0,25.2,9,1,0
"34","Denmark","Europe",0.774820373,0.222,0.162,0.668628539032425,0.191574125871879,0.139797335095696,0.505,0.985367508794446,20,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0,0,0.029985998,0,0.023554932,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.62,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0,-4.2245107978205,55,1.355004524,52254.46688,0.991,0.05,0,0.8392,0.0369,0.0013,8e-04,TRUE,0,24.7,10,1,0
"35","Dominican Republic","Americas",0.428389009,0.278,0.621,0.32273056812692,0.209433706407916,0.467835725465164,0.224,0.856156405685408,35,1,0.036001665,0,0.035832422,0,0,0,0,0,0,0.036478606,0,0,0,0.036217058,0,0,0.024154961,0.037801742,0.032678433,0,0.034001569,0.020077851,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,1,0,1,1,0,1,1,0,0.5,0,0,0,1,0,0,1,0,-1.93902872028827,6,0.699861657,4579.156844,0.985,0.465,0,0.815,2e-04,0,2e-04,TRUE,0,46.5,8,0,1
"36","Ecuador","Americas",0.541332677,0.389,0.626,0.347825811923115,0.249946560750649,0.402227627326237,0.134,0.79326629435929,91,1,0.036001665,0,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0,0,0,0,0,0.03629398,0.024154961,0.037801742,0.032678433,0,0.034001569,0.020077851,0.018600857,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,1,0.33,1,0.6,0,0,1,1,1,0.33,0.5,0,0,0.5,0,0,1,0.5,1,-1.57632376007915,0,2.665041736,3263.527529,NA,0.418,0,0.916,1e-04,1e-04,4e-04,TRUE,6,46,5,0,1
"37","Egypt","Africa",0.429096727,0.389,0.421,0.346298006967458,0.313938364555135,0.339763628477408,0.03,0.430008413022381,38,1,0,0.020708647,0.035832422,0.038494086,0,0,0,0,0,0,0,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0,0,0.034616981,0.034001569,0,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0,0,1,1,0,0,1,0,0.5,0,0,0,1,0,0,1,1,-0.562133677950854,37,2.293042993,1675.276548,0.843,0.58,1,0.1214,0.8641,0,0,TRUE,1,38.4,-3,0,0
"38","El Salvador","Americas",0.618013136,0.389,0.66,0.370730813485323,0.233351490518789,0.395917695995888,0.152,0.796723490588358,56,1,0.036001665,0,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0,0,0,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.67,0.6,1,0,1,1,1,0,0.5,0,0,0,1,0,1,0.5,0.5,-1.5931881114496,25,0.807243707,3211.16682,0.971,0.44,0,0.9071,0,0,0,TRUE,0,42.1,7,0,1
"39","Estonia","Europe",0.797913752,0.611,0.5,0.417993610850156,0.320077321125611,0.261929068024232,0.137,0.971698478721442,63,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.67,1,1,0,0,0,1,0,1,0,0.5,0,1,0,1,1,1,-3.56483972035164,16,2.092960807,14574.16854,1.028,0.158,0,0.2902,0.0014,0.0018,8e-04,FALSE,0,32.1,9,1,0
"40","Ethiopia","Africa",0.649460745,0.389,0.378,0.458509526149982,0.274628154273347,0.266862319576671,0.188,0.31799022002234,74,1,0.036001665,0.020708647,0.035832422,0,0.035647801,0.032693817,0.030709109,0.024693446,0.034832379,0,0,0.03703248,0.026339678,0.036217058,0,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0,0,0.029985998,0,0,0.035893966,0,0,0.032186099,0.033816947,0,0.62,0.33,0.33,0,1,0.5,0,1,0,0,0.5,0.5,0,0,1,0,0,0.5,1,-0.382711281098297,14,1.500789294,243.9651901,0.822,0.572,0,0.5773,0.3728,1e-04,0,FALSE,11,32.2,-3,0,0
"41","Fiji","Oceania",0.671277143,0.444,0.45,0.428855136613977,0.283655838191716,0.287489025194307,0.143,0.242963521462058,50,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0,0,0.032678433,0.034616981,0.034001569,0,0,0,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.5,0.33,0.67,0,1,0,1,0,1,0,1,0.5,0.5,1,0,0,0,0,1,-0.278343838412521,11,1.520844835,3745.81965,0.955,0.409,1,0.5436,0.07,1e-04,0,FALSE,0,39.7,-4,0,0
"42","Finland","Europe",0.704047881,0.444,0.183,0.528942565515417,0.333571771788125,0.137485662696457,0.339,0.978315935226936,43,1,0,0.020708647,0.035832422,0.038494086,0,0.032693817,0,0,0.034832379,0,0,0.03703248,0.026339678,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0,0.023262612,0.023554932,0.035893966,0,0.030832191,0.032186099,0.033816947,0.03324769,0.5,0.33,0,0,1,0,0,0,0,0,1,0.5,0.5,1,0.5,0,0,0.5,0,-3.83117763045219,9,1.394917394,43814.88662,1.006,0.071,0,0.843,0.0045,2e-04,9e-04,TRUE,2,25.2,10,1,0
"43","France","Europe",0.595012077,0.556,0.495,0.361487066415977,0.337786099974041,0.300726833609982,0.053,0.977802952768443,13,0,0,0,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.62,0.33,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,-3.80779600653772,50,2.257835008,38593.13167,0.99,0.124,0,0.6951,0.0902,0.0098,0.01,FALSE,0,28.9,9,1,0
"44","Gabon","Africa",0.5312399,0.556,0.533,0.327877310020572,0.343159059346705,0.328963630632723,0.015,0.703084160809482,32,1,0,0,0.035832422,0,0,0,0,0,0.034832379,0,0.03389387,0,0,0.036217058,0,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,1,0.33,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,-1.21430655006512,17,1,4546.377243,0.909,0.555,0,0.7335,0.12,0,0,FALSE,0,39.4,-4,0,0
"45","Georgia","Asia",0.633598474,0.556,0.546,0.36506051571926,0.320350592795001,0.314588891485739,0.048,0.773425028729757,59,1,0,0,0.035832422,0.038494086,0.035647801,0,0.030709109,0,0.034832379,0,0,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.33,0.8,1,0,0,1,1,0,1,0.5,0,0.5,1,1,0,0,1,-1.48467938984151,13,8.520097091,2824.459366,0.957,0.421,0,0.8558,0.0964,0.0029,0,TRUE,17,38.8,6,0,0
"46","German Federal Republic","Europe",0.864609137,0.444,0.495,0.479377221629145,0.24617307092296,0.274449707447895,0.22,0.978477896222964,45,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0.023554932,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.62,0.33,0,0,1,1,0,1,1,0,1,1,0,0,0.5,0,0,0.5,1,-3.83867478931072,59,1.281316605,38228.39627,0.964,0.092,0,0.6597,0.0424,0.0023,0.001,FALSE,0,28.6,10,1,0
"47","Ghana","Africa",0.466113815,0.667,0.604,0.268326583425393,0.38397023513396,0.347703181440647,0.102,0.909102685675176,57,1,0,0.020708647,0.035832422,0.038494086,0,0,0.030709109,0,0,0.036478606,0.03389387,0,0,0,0.033632321,0,0,0.037801742,0.032678433,0,0.034001569,0,0,0.029985998,0,0,0.035893966,0,0,0.032186099,0.033816947,0,0.88,0.33,0.33,0,1,0.5,1,1,1,0,0.5,0.5,0.5,0.5,1,1,1,0,1,-2.39802482361665,16,0.39844462,968.2842242,0.886,0.572,1,0.5935,0.1595,0,0,FALSE,0,40.8,8,0,0
"48","Greece","Europe",0.799713838,0.333,0.462,0.50147795732616,0.208814893346401,0.289707149327439,0.262,0.974004625719843,51,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0,0.034001569,0.020077851,0,0,0.023262612,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.62,0,0.33,1,1,0,0,0,1,0.67,1,0.5,0.5,0,0,0,0,1,0,-3.64983666909058,33,2.983052345,26182.9617,0.963,0.15,0,0.9528,0.0216,5e-04,0,TRUE,17,32.9,10,1,0
"49","Guatemala","Americas",0.527824353,0.556,0.315,0.377334260636796,0.397476637297292,0.225189102065912,0.163,0.787510108658177,60,1,0,0,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0,0,0.035893966,0,0,0.032186099,0.033816947,0,0.62,0.33,0,0.2,1,0,0,0,1,0,0.5,0,0,0.5,1,0,1,1,1,-1.54886086190529,23,0.42542189,2371.943846,0.912,0.534,0,0.95,1e-04,1e-04,2e-04,TRUE,0,47.2,8,0,1
"50","Guinea-Bissau","Africa",0.481283749,0.444,0.321,0.386175098075519,0.356259158764013,0.257565743160469,0.117,0.685672294740005,45,1,0,0,0.035832422,0.038494086,0,0,0,0.024693446,0,0.036478606,0.03389387,0,0.026339678,0.036217058,0,0,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0,0,0,0,0,0,0.032186099,0.033816947,0,0.88,0.33,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,-1.15731918997031,24,1.664401303,483.2722843,NA,NA,0,0.1198,0.42,0,0,FALSE,0,42.6,6,0,0
"51","Guyana","Americas",0.611012802,0.5,0.572,0.363047031652942,0.297086272549934,0.339866695797124,0.058,0.638841591872916,52,1,0,0.020708647,0,0,0,0,0,0.24693446,0,0,0.03389387,0,0,0.036217058,0.033632321,0,0,0.037801742,0.032678433,0,0.034001569,0,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.88,0.67,0.67,1,1,0.5,0,0,1,0,0.5,0.5,0.5,1,1,0,0,0,1,-1.0184386132193,28,1.587467816,2404.953499,0.951,0.524,1,0.5666,0.0736,0,5e-04,FALSE,0,46.6,6,0,1
"52","Haiti","Americas",0.539917227,0.556,0.467,0.345454780120611,0.355745007089873,0.298800212789516,0.053,0.858183576152612,44,1,0.036001665,0,0.035832422,0,0,0,0.030709109,0,0.034832379,0.036478606,0.03389387,0.03703248,0,0,0,0,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0,0.035893966,0,0,0.032186099,0.033816947,0,0.88,0.33,0.33,0.8,1,0,0,0,1,0.33,1,0.5,0.5,0,1,0,1,0,1,-1.95322184756166,21,0,640.8350198,NA,0.579,0,0.85,2e-04,1e-04,0,TRUE,0,53,5,0,1
"53","Honduras","Americas",0.576180439,0.333,0.64,0.371925970981099,0.214952365532676,0.413121663486225,0.181,0.802959389349026,60,1,0,0,0.035832422,0.038494086,0.035647801,0,0,0,0,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0,0.034001569,0.020077851,0,0.029985998,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.67,0.4,1,0,1,1,1,0,0.5,0,0,0,1,0,0,0.5,1,-1.62434542605278,26,0.953977829,1569.548079,0.972,0.513,0,0.9269,0.0014,1e-04,5e-04,TRUE,0,50.8,7,0,1
"54","Hungary","Europe",0.77337416,0.667,0.388,0.422984625860169,0.364804980617315,0.212210393522516,0.189,0.917519665894103,67,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0,0.034001569,0.020077851,0,0.029985998,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0.67,0,1,0,0,0,1,0,1,0.5,1,0.5,1,0,1,1,0,-2.49519538853119,59,1.189010403,12121.17631,0.993,0.256,0,0.7005,4e-04,0.0012,3e-04,FALSE,0,26.7,10,1,0
"55","India","Asia",0.624351899,0.833,0.588,0.305254024652312,0.407264882100369,0.287481093247319,0.112,0.914405401121462,39,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0,0,0.024693446,0.034832379,0,0,0.03703248,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0,0,0,0,0,0,0.023554932,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.88,0.67,0,1,1,0,1,0,1,0.33,0.5,1,1,1,1,0,1,1,1,-2.45813309503849,59,2.550194847,851.0608475,0.794,0.581,1,0.0233,0.1336,0,0.0077,FALSE,27,46.4,9,0,0
"56","Indonesia","Asia",0.642983523,0.278,0.35,0.505894459970902,0.218728248611607,0.275377291417491,0.263,0.827240404980781,31,1,0,0,0.035832422,0.038494086,0,0,0,0,0.034832379,0.036478606,0,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.5,0.33,0.67,0,1,0,0,0,1,0,0.5,0,0,0,1,0,0,0,1,-1.7558542750738,49,0.63348078,1521.41279,0.924,0.485,0,0.1094,0.8385,0,0.008,TRUE,2,44.4,8,0,0
"57","Iran (Persia)","Asia",0.481976089,0.222,0.521,0.393457548541586,0.181228027219068,0.425314424239345,0.23,0.328584017130299,42,0,0,0,0.035832422,0.038494086,0,0,0.030709109,0,0.034832379,0.036478606,0,0,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0,0,0.034001569,0,0,0,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0,0.88,0,1,1,1,0,0,0,1,0.33,0.5,0,0,0,0.5,0,0,0,1,-0.39836638943253,29,2.858574133,4308.47724,0.872,0.526,0,0.0016,0.99,1e-04,0,TRUE,25,39.3,-6,0,0
"58","Ireland","Europe",0.661168983,0.389,0.362,0.468193956218623,0.275462784328836,0.256343259452541,0.203,0.969132379971412,29,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0,0.03629398,0,0.037801742,0,0,0.034001569,0.020077851,0,0,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.62,0,0,0,1,0,1,0,1,0,0,1,1,1,0.5,0,0,0,0,-3.47804754001975,71,0.575745115,44216.54011,0.976,0.162,1,0.9332,0.0067,5e-04,1e-04,TRUE,0,29.5,10,1,0
"59","Italy/Sardinia","Europe",0.859055033,0.222,0.475,0.552072397686207,0.142668475916301,0.305259126397492,0.357,0.934400857235489,49,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0,0.023554932,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.75,0,1,0,1,1,0,0,1,0,0.5,0,0,0,0.5,0,0,1,0,-2.72419265073164,61,1.725085697,33620.52585,0.97,0.122,0,0.859,0.0171,5e-04,0.001,TRUE,0,32.8,10,1,0
"60","Jamaica","Americas",0.590334943,0.611,0.25,0.406753069542817,0.420991724168802,0.172255206288381,0.242,0.918537040360276,33,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0,0,0,0.033632321,0.03629398,0,0,0.032678433,0,0.034001569,0,0,0,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.5,0,0,0,1,0,0,0,1,0,0.5,1,1,1,1,0,0,0,1,-2.50760684499217,46,0.953358265,4293.628373,0.983,0.453,1,0.7135,9e-04,2e-04,1e-04,FALSE,0,41,9,0,1
"61","Japan","Asia",0.66590766,0.278,0.475,0.469310074765542,0.195925364163585,0.334764561070873,0.237,0.917610022533718,44,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0,0.03629398,0,0.037801742,0,0,0.034001569,0,0,0,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.62,0,0.33,0.8,1,0,1,0,1,0,1,0.5,0.5,0,0.5,0,0,0,0,-2.49629148215532,62,0.920247843,30965.21121,0.959,0.118,0,0.0235,0.0015,0,0.6965,FALSE,9,30.5,10,0,0
"62","Jordan","Asia",0.23614936,0.5,0.342,0.219032138552677,0.463757637439028,0.317210224008295,0.213,0.515273027560141,25,1,0,0.020708647,0.035832422,0,0,0,0,0.024693446,0.034832379,0,0,0,0,0,0,0,0,0,0,0,0.034001569,0.020077851,0,0,0,0,0,0,0,0.032186099,0.033816947,0,0.75,0.67,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.5,1,-0.724169489979765,56,6.182102684,3142.500152,0.851,0.488,1,0.03,0.97,0,0,TRUE,0,34.8,-3,0,0
"63","Kazakhstan","Asia",0.416957708,0.833,0.408,0.251488747866179,0.502425361021332,0.246085891112489,0.254,0.387607587192589,53,1,0,0,0.035832422,0,0,0,0,0,0.034832379,0,0,0,0,0.036217058,0,0.03629398,0.024154961,0,0,0.034616981,0.034001569,0.020077851,0,0,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.75,0,0.33,1,1,0,0,0,1,0,1,0.5,1,0.5,0.5,1,1,1,1,-0.490382004551302,13,1.154668506,5286.994908,1.008,0.273,0,0.3046,0.5117,3e-04,0,FALSE,0,27,-6,0,0
"64","Kenya","Africa",0.345431329,0.667,0.488,0.230221351903003,0.444538838338266,0.325239809758731,0.186,0.84232367284335,37,1,0,0.020708647,0.035832422,0,0,0,0,0,0.034832379,0,0,0,0,0,0,0.03629398,0.024154961,0,0.032678433,0,0,0,0,0,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0.67,0,1,0,1,0,1,0,0.5,0.5,0,1,1,1,1,0,1,-1.84721090942868,45,1.615850294,765.3323387,0.951,0.611,1,0.8233,0.0905,0,0,TRUE,4,44.3,7,0,0
"65","Korea, Republic Of","Asia",0.635367779,0.722,0.615,0.322134535843074,0.366057490741436,0.311807973415489,0.05,0.855191052121741,52,1,0,0.020708647,0.035832422,0.038494086,0.035647801,0,0,0,0,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0,0.034616981,0.034001569,0,0,0.029985998,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.75,0.33,0.67,0.4,1,1,1,0,1,0,1,0.5,0,1,1,0,1,1,1,-1.93234000620038,60,2.601476045,16672.3764,0.926,0.095,0,0.2859,0.0015,0,0.2255,FALSE,6,31.2,8,0,0
"66","Kuwait","Asia",0.404910994,0.444,0.442,0.313662983646416,0.343943154922112,0.342393861431472,0.03,0.689455253630946,34,1,0,0.020708647,0.035832422,0,0,0,0,0.024693446,0,0,0,0,0,0.036217058,0,0.03629398,0,0,0.032678433,0,0.034001569,0,0,0,0,0.023554932,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.75,0.67,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,-1.16942727730217,16,3.006072721,48801.43297,0.985,0.219,1,0,0.9065,0,0,TRUE,0,NA,-7,0,0
"67","Kyrgyz Republic","Asia",0.509115807,0.5,0.408,0.359261963267339,0.352829315381421,0.28790872135124,0.068,0.455636753754298,61,1,0,0,0,0.038494086,0,0,0.030709109,0,0.034832379,0,0,0,0,0,0,0,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.62,0.33,0.33,0.8,1,0,0,0,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,1,-0.608138522890757,1,2.904910847,787.7809958,0.959,0.379,0,0.14,0.8002,1e-04,0,TRUE,0,34.9,3,0,0
"68","Latvia","Europe",0.787497887,0.167,0.333,0.611649848090197,0.129708950737874,0.258641201171929,0.432,0.95221674355936,41,1,0.036001665,0.020708647,0.035832422,0.038494086,0,0.032693817,0,0.024693446,0.034832379,0,0,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0.023262612,0.023554932,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.5,0.33,0,0,1,0.5,0,0,1,0,0.5,0,0,0,0,0,0,0,1,-3.041079984517,17,1.634413689,12526.91312,1.038,0.201,0,0.5756,2e-04,0.0027,0,FALSE,0,35.8,8,1,0
"69","Lesotho","Africa",0.537040178,0.611,0.484,0.329060635417764,0.374378038136755,0.296561326445482,0.068,0.748485133694368,50,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0,0,0,0.036217058,0,0.03629398,0,0.037801742,0.032678433,0,0,0,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.5,0.67,0.67,0,1,0,1,0,1,0,1,0.5,1,1,1,0,0,0,1,-1.38025318063013,15,1.463596321,1130.962569,0.998,0.568,1,0.9237,6e-04,0,0,TRUE,0,51.9,8,0,0
"70","Lithuania","Europe",0.799652295,0.389,0.378,0.510421040809186,0.248300150098079,0.241278809092735,0.266,0.9445881759984,62,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0,0,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0.023262612,0.023554932,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.62,0.33,0.33,0,1,0.5,0,0,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0,-2.89296227836999,16,1.130355159,12632.04904,1.039,0.159,0,0.8598,8e-04,0.0017,1e-04,TRUE,0,33.8,10,1,0
"71","Macedonia (Former Yugoslav Republic Of)","Europe",0.853039375,0.444,0.383,0.507749632356087,0.264279520234459,0.227970847409454,0.264,0.768860153085512,66,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0,0.034832379,0.036478606,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0.023262612,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.5,0.33,1,0,1,0,0,0,1,0,0.5,0,0,0.5,0.5,1,0,1,0.5,-1.46473235374151,17,1.742340869,3665.165546,0.796,NA,0,0.645,0.338,0,0,FALSE,0,34.7,9,1,0
"72","Madagascar (Malagasy)","Africa",0.455928736,0.556,0.4,0.322912002833548,0.393787579941995,0.283300417224457,0.097,0.738748678466831,39,1,0,0,0.035832422,0,0,0,0,0,0.034832379,0,0,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0,0,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0,0,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.67,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,-1.34227241721574,10,1.097115211,435.3505354,0.939,NA,0,0.585,0.045,0,0,FALSE,0,41.7,7,0,0
