"","country","continent","leg_pow","ex_pow","jud_pow","leg_share","ex_share","jud_share","SPI_index","freedom_vdem","num_rights","dummy_freexp","replace_ex","serve_min","interpellate","investigate","oversee_pol","appoint_pm","appoint_min","lack_pres","no_conf","no_diss","no_decree","no_veto","no_review","no_gate","no_impound","cont_resor","immunity","elected","amend","war","treaty","amnesty","pardon","judiciary","bank","media","sessions","secretary","staff","no_limit","seek_reelect","experience","jscore_1","jscore_2","jscore_3","jscore_4","jscore_5","jscore_6","jscore_7","jscore_8","jscore_9","jscore_10","escore_1","escore_2","escore_3","escore_4","escore_5","escore_6","escore_7","escore_8","escore_9","log_vdem","con_age","mil_spend","nat_inc","gender_development","gender_inequality","brit_col","chrst_pct","islm_pct","jud_pct","bud_pct","rel_dom","mil_events","gini_index","polity","dummy_eu","dummy_am"
"73","Malawi","Africa",0.406172591,0.5,0.529,0.283013063060929,0.348390154003436,0.368596782935635,0.077,0.765856350374559,63,1,0,0.020708647,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0.03389387,0.03703248,0,0,0,0,0,0.037801742,0.032678433,0,0.034001569,0,0,0,0,0,0,0,0,0.032186099,0.033816947,0.03324769,0.62,0,0.67,0,1,1,1,0,1,0,0.5,0.5,0.5,1,1,0,0,0,1,-1.45182046468795,14,0.835636994,295.8979782,0.904,0.621,1,0.7021,0.146,0,0,FALSE,0,43.4,6,0,0
"74","Malaysia","Asia",0.421650239,0.611,0.421,0.290063061723887,0.420321191169288,0.289615747106825,0.13,0.396224884816279,29,1,0.036001665,0.020708647,0,0,0,0,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0.026339678,0.036217058,0,0.03629398,0,0,0.032678433,0,0,0,0,0,0,0,0.035893966,0,0,0,0.033816947,0.03324769,0.88,0.33,0,0,1,0,1,0,1,0,0.5,1,1,1,1,0,0,0,1,-0.504553476232569,51,1.911425302,6472.386491,0.958,0.31,1,0.082,0.6,0,0.1872,FALSE,3,41.7,6,0,0
"75","Mali","Africa",0.404695597,0.5,0.508,0.286470487951836,0.353933289706431,0.359596222341734,0.07,0.874895011195181,41,1,0,0,0,0,0,0,0,0,0.034832379,0,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0,0,0,0,0,0,0,0,0.032186099,0.033816947,0.03324769,0.75,0.33,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0.5,1,-2.07860198376868,16,1.635669871,571.1708451,0.798,0.678,0,0.0277,0.9041,0,0,TRUE,0,37.6,7,0,0
"76","Mauritania","Africa",0.462944443,0.389,0.421,0.363680006260886,0.305590713042612,0.330729280696502,0.05,0.832020762362199,26,1,0,0,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0,0,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0,0,0,0,0.032186099,0.033816947,0,0.88,0.33,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0.5,1,-1.78391489270547,17,3.496435245,721.1446098,0.825,0.656,0,0.0026,0.96,0,0,TRUE,0,36.7,-5,0,0
"77","Mauritius","Africa",0.697555273,0.556,0.438,0.412375098901069,0.328691594578476,0.258933306520454,0.133,0.894276275808887,33,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0,0.033632321,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0.67,0,1,0.5,0,1,0,0,1,0.5,0,1,1,0,0,1,0.5,-2.24692596293581,40,0.161601948,7242.371805,0.941,0.375,1,0.3176,0.167,0,0.0025,FALSE,0,36.4,10,0,0
"78","Mexico","Americas",0.466313824,0.556,0.466,0.313316866698673,0.373577125357669,0.313106007943658,0.06,0.830252897992843,76,1,0.036001665,0,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0.03389387,0,0,0.036217058,0,0.03629398,0,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0,0,0.025785805,0.030832191,0,0,0,1,0.33,0.33,1,0,0,1,0,1,0,0.5,0.5,0,0.5,1,0,1,0.5,1,-1.77344558481185,91,0.448540527,8216.222505,0.948,0.399,0,0.936,0.002,0.0012,2e-04,TRUE,0,46.6,8,0,1
"79","Moldova","Europe",0.790959581,0.222,0.475,0.531573297487306,0.149197601087257,0.319229101425437,0.332,0.657837058848727,61,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0,0.033632321,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0.023262612,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.75,0.33,0.67,0,1,1,0,0,1,0,0.5,0,0.5,0,0,0,0,1,0,-1.07246821926435,14,0.608536033,1688.691866,1.008,0.283,0,0.8686,0.0168,0.002,0,TRUE,0,37.3,9,1,0
"80","Mongolia","Asia",0.862501347,0.611,0.775,0.383589428643558,0.271736550576325,0.344674020780117,0.098,0.90741274950208,61,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0,0.034832379,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0.023262612,0.023554932,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.75,0.33,0.67,1,1,1,1,1,1,0,0.5,0.5,0.5,0.5,0,1,1,1,0.5,-2.37960383041704,16,1.172062802,1597.630319,1.021,0.418,0,0.0087,0.03,0,0.6491,FALSE,0,33.5,10,0,0
"81","Morocco","Africa",0.373078755,0.556,0.262,0.313227612728262,0.466803725333847,0.219968661937892,0.216,0.619650913231922,17,1,0,0,0.035832422,0.038494086,0,0,0,0.024693446,0.034832379,0,0,0,0,0,0,0.03629398,0,0.037801742,0,0,0,0,0,0.029985998,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.62,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,-0.966665798572134,36,3.183501428,2579.512127,0.823,0.566,0,0.01,0.9891,2e-04,0,TRUE,0,39.8,-6,0,0
"82","Mozambique","Africa",0.441928092,0.667,0.488,0.276736375428481,0.417676915661648,0.305586708909871,0.129,0.655908757700955,60,1,0,0,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0,0,0,0.036217058,0,0,0.024154961,0.037801742,0.032678433,0,0.034001569,0.020077851,0.018600857,0.029985998,0,0,0,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0.67,0,1,0,0,1,1,0,0.5,0.5,0,1,1,1,0,1,1,-1.06684841753704,4,0.728236393,416.5525454,0.889,0.6,0,0.4504,0.2175,0,1e-04,FALSE,0,43.6,5,0,0
"83","Namibia","Africa",0.570503257,0.5,0.438,0.37819159776597,0.33145437219298,0.29035403004105,0.076,0.856645345812175,55,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0,0,0,0,0,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0,0.034001569,0,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0.67,0,1,0.5,0,0,1,0,0.5,0.5,0.5,1,1,0,0,0,1,-1.94243361987723,18,3.13723952,3501.735816,0.976,0.512,0,0.8652,0.005,0,0,TRUE,0,60.5,6,0,0
"84","Nepal","Asia",0.452774747,0.5,0.68,0.277303864376829,0.306227176111513,0.416468959511658,0.127,0.876098725621711,52,1,0.036001665,0.020708647,0.035832422,0,0,0.032693817,0,0.024693446,0.034832379,0,0,0.03703248,0,0.036217058,0,0.03629398,0,0,0.032678433,0,0.034001569,0,0,0,0,0,0,0.025785805,0,0.032186099,0.033816947,0,1,0.33,0.67,0.8,1,0,1,1,1,0,0.5,0,0,1,1,0,0,1,1,-2.08827020486088,2,1.599971653,443.7791997,0.885,0.526,0,0.0153,0.0428,0,0.0983,FALSE,0,37,6,0,0
"85","Netherlands","Europe",0.776405071,0.389,0.362,0.50831641569167,0.254680311978616,0.237003272329715,0.263,0.952802565532432,24,0,0.036001665,0,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0,0.03703248,0.026339678,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.62,0.67,0,1,1,0,0,0,0,0.33,0.5,0,0,1,1,0,0,0,1,-3.05341574236857,193,1.321728573,46442.6844,0.965,0.05,0,0.6477,0.055,0.0016,0.0119,FALSE,0,26.8,10,1,0
"86","New Zealand","Oceania",0.687524043,0.111,0.288,0.632773887912943,0.102160647723467,0.26506546436359,0.471,0.959254795929565,0,0,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0,0.026339678,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0,0,0,0,0,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.88,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-3.20041713774452,156,1.246459969,23923.59954,0.963,0.177,1,0.5407,0.0112,0.0011,0.021,FALSE,0,32,10,0,0
"87","Nicaragua","Americas",0.716725387,0.611,0.586,0.374518408894369,0.319272558200118,0.306209032905514,0.063,0.672237204756798,75,1,0.036001665,0,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,1,0.33,0.33,0.2,1,0,1,1,1,0,0.5,0.5,0,0.5,1,0,1,1,1,-1.11546511745672,21,0.502059513,1359.633611,0.939,0.518,0,0.9005,3e-04,0,0,TRUE,0,43.4,9,0,1
"88","Niger","Africa",0.502500115,0.556,0.562,0.310089527516016,0.343103955904378,0.346806516579605,0.035,0.842578233324979,40,1,0,0,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0,0,0,0,0,0,0.032186099,0.033816947,0.03324769,0.62,0.33,0.67,0,1,1,0,1,1,0,1,0.5,0.5,0,0,0,1,1,1,-1.84882666364614,9,0.992538603,308.173597,NA,0.702,0,0.0354,0.9178,0,0,TRUE,0,37.1,6,0,0
"89","Nigeria","Africa",0.51526993,0.556,0.408,0.348327184613291,0.375861084393164,0.275811730993545,0.09,0.863575702307477,52,1,0,0,0.035832422,0.038494086,0,0,0.030709109,0,0,0.036478606,0.03389387,0,0,0.036217058,0,0.03629398,0,0.037801742,0,0.034616981,0.034001569,0,0,0,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.75,0,0.33,0,1,0,1,0,1,0,0.5,0.5,0.5,0.5,1,1,0,0,1,-1.99198541386135,9,0.77645694,1016.324919,0.867,NA,1,0.421,0.495,0,1e-04,FALSE,0,42,4,0,0
"90","Norway","Europe",0.70229395,0.278,0.295,0.550691822853861,0.217988958545596,0.231319218600543,0.326,0.981157477838939,14,1,0,0,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0,0,0.023554932,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.62,0.33,0,0,1,1,0,0,0,0,0.5,0,0,0,1,0,0,1,0,-3.97163914612629,194,1.379148346,73170.39891,0.996,0.065,0,0.9018,0.0166,3e-04,0.0021,TRUE,1,24.5,10,1,0
"91","Oman","Asia",0.152760894,0.444,0.125,0.211650278187557,0.615162173083875,0.173187548728568,0.424,0.101975789415336,37,1,0,0,0.035832422,0,0,0,0,0.024693446,0,0,0,0,0,0,0,0,0.024154961,0,0,0,0,0,0,0,0,0,0.035893966,0,0,0.032186099,0,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,-0.10755825048138,12,7.580034247,13284.63603,0.909,0.311,0,0.0321,0.9278,0,0.002,TRUE,0,NA,-8,0,0
"92","Pakistan","Asia",0.497669126,0.778,0.672,0.255520365012964,0.399451831737872,0.345027803249164,0.126,0.858971188940225,35,1,0.036001665,0.020708647,0.035832422,0,0,0.032693817,0,0.024693446,0.034832379,0,0,0.03703248,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0,0,0,0,0,0,0,0,0,0,0.032186099,0.033816947,0.03324769,0.88,0.67,0.67,0,1,0.5,1,1,1,0,1,0.5,0.5,1,1,0,1,1,1,-1.95879107572,6,3.139595949,956.2976381,0.72,0.575,1,0.017,0.9569,0,6e-04,TRUE,63,34.3,5,0,0
"93","Panama","Americas",0.588180988,0.5,0.546,0.359924018403768,0.305963662330895,0.334112319265337,0.047,0.903751694895521,60,0,0.036001665,0.020708647,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0.03389387,0,0,0,0.033632321,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0,1,0.33,0.33,0.8,1,0,1,0,1,0,0.5,0.5,0,0.5,1,0,1,0,1,-2.3408239152734,36,0,6309.132093,0.989,0.519,0,0.9793,0.0031,0.0015,0.0038,TRUE,0,48.3,9,0,1
"94","Paraguay","Americas",0.598566086,0.444,0.488,0.391074969891891,0.290088748248927,0.318836281859181,0.09,0.784069971734265,72,1,0.036001665,0,0.035832422,0.038494086,0,0,0,0,0,0.036478606,0.03389387,0.03703248,0,0.036217058,0,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0,0.88,0.33,0.67,1,1,0,0,0,1,0,0.5,0.5,0,0.5,0.5,0,1,0.5,0.5,-1.5328008669931,16,0.908778402,2491.373656,0.949,0.498,0,0.91,2e-04,3e-04,8e-04,TRUE,0,46.6,8,0,1
"95","Peru","Americas",0.684139273,0.444,0.754,0.363490249002418,0.235901777498269,0.400607973499313,0.15,0.89124252439063,65,1,0.036001665,0.020708647,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0,0,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,0.88,0.33,1,0,1,1,1,1,1,0.33,1,0,0,0,0.5,0,1,0.5,1,-2.21863487014033,15,1.236217502,3332.12217,0.935,0.4,0,0.96,2e-04,1e-04,3e-04,TRUE,0,48.5,9,0,1
"96","Philippines","Asia",0.619197809,0.611,0.635,0.331974338599494,0.327579196722078,0.340446464678428,0.011,0.862735305702412,58,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0,0.030709109,0,0,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0,0.034616981,0.034001569,0,0,0,0,0,0.035893966,0.025785805,0.030832191,0,0.033816947,0.03324769,0.88,0,0.67,0.8,1,0,1,0,1,1,0.5,0.5,0.5,0,1,0,1,1,1,-1.98584414204575,21,1.303655755,2005.089621,0.986,0.451,0,0.9091,0.053,0,0.0011,TRUE,0,40.9,8,0,0
"97","Poland","Europe",0.770789418,0.556,0.7,0.380300691899507,0.274325489891619,0.345373818208873,0.094,0.973066893565674,57,1,0,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0,0.034832379,0,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0,0.023262612,0.023554932,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,1,0.33,0.67,1,1,1,0,1,1,0,0.5,0.5,0.5,0,0.5,1,1,0,1,-3.61439902662678,11,1.751461236,11968.24764,1.009,0.167,0,0.9423,1e-04,0,1e-04,TRUE,0,31.6,10,1,0
"98","Portugal","Europe",0.653291695,0.5,0.295,0.451077429536734,0.345234321046079,0.203688249417187,0.215,0.972918891073111,84,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0.032693817,0,0,0.034832379,0,0,0.03703248,0,0,0,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.62,0.33,0,0,1,0,0,0,1,0,0.5,0,0,1,1,0,0,1,1,-3.60891888174366,32,1.836558719,19679.41581,0.994,0.132,0,0.8324,0.006,2e-04,0.0054,TRUE,0,34,10,1,0
"99","Romania","Europe",0.737880209,0.333,0.433,0.490650920588051,0.221427210762636,0.287921868649313,0.243,0.877634156008269,67,1,0,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0.029985998,0.023262612,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,-2.1007400002014,17,1.441220987,8142.659909,0.986,0.358,0,0.982,0.0035,4e-04,0,TRUE,0,33.1,9,1,0
"100","Russia (Soviet Union)","Europe",0.481945323,0.722,0.533,0.277467181389221,0.415672266961739,0.30686055164904,0.126,0.460384191179793,61,1,0,0,0,0.038494086,0,0,0,0,0.034832379,0,0,0,0,0.036217058,0,0,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0.029985998,0,0,0.035893966,0.025785805,0.030832191,0.032186099,0.033816947,0.03324769,1,0,0.33,1,1,1,0,0,1,0,1,0.5,1,0.5,0.5,1,0,1,1,-0.616897857783018,15,3.333946585,9164.113025,1.032,0.311,0,0.7213,0.14,0.0042,0.0122,FALSE,26,36.4,4,1,0
"101","Rwanda","Africa",0.490145702,0.667,0.447,0.305549365864274,0.415797641802989,0.278652992332738,0.126,0.294359193800678,52,1,0,0,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0,0,0.026339678,0.036217058,0.033632321,0.03629398,0.024154961,0,0.032678433,0,0.034001569,0,0,0.029985998,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0,0.88,0.33,0.33,0.6,1,0,0,1,0,0.33,1,0.5,1,0.5,1,0,0,1,1,-0.348648944046617,5,0.617234522,398.4587623,0.953,0.438,0,0.8969,0.05,0,0,TRUE,1,47.5,-3,0,0
"102","Senegal","Africa",0.510838961,0.556,0.488,0.328547826375184,0.357593303194825,0.31385887042999,0.039,0.86792030959959,31,1,0,0,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0.03389387,0,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0,0.034616981,0.034001569,0.020077851,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0.67,0,1,1,0,0,1,0,1,0.5,0.5,0,0,1,0,1,1,-2.02434982340383,7,1.62008381,983.752982,0.864,0.63,0,0.04,0.9365,0,1e-04,TRUE,0,39.4,7,0,0
"103","Sierra Leone","Africa",0.515577639,0.5,0.584,0.322321109291276,0.312582514164541,0.365096376544183,0.048,0.814586972633232,51,1,0,0,0.035832422,0.038494086,0,0.032693817,0,0,0,0.036478606,0.03389387,0,0,0.036217058,0.033632321,0,0,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0,0,0,0,0.032186099,0.033816947,0.03324769,0.88,0.33,0.33,0.8,1,0.5,1,0,1,0,0.5,0.5,0.5,1,1,0,0,0,1,-1.68516936204727,12,0.943767272,372.7661171,0.848,0.219,1,0.192,0.5717,0,0,FALSE,0,39.1,7,0,0
"104","Singapore","Asia",0.424034953,0.611,0.547,0.268031342920652,0.386211441688672,0.345757215390677,0.104,0.323309116594291,17,1,0,0.020708647,0,0,0,0.032693817,0,0,0,0,0.03389387,0.03703248,0,0,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0,0,0,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.67,0,0.8,1,0,1,0,1,0,0.5,1,0,1,1,0,1,0,1,-0.3905407079705,45,3.87778862,32217.08504,0.969,0.661,1,0.1662,0.1452,1e-04,0.3721,FALSE,0,39.5,-2,0,0
"105","Slovakia","Europe",0.735603185,0.556,0.625,0.383805678064758,0.290096564772222,0.32609775716302,0.082,0.936987794675313,71,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0,0,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0.023554932,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,0.75,0.33,0.67,1,1,0.5,0,1,1,0,1,0.5,0.5,0.5,1,0,0,0.5,1,-2.76442683604237,16,1.468695942,14933.1678,0.991,0.089,0,0.7996,1e-04,4e-04,0,FALSE,0,25.3,10,1,0
"106","Slovenia","Europe",0.796482918,0.278,0.55,0.490299349518922,0.171131377818526,0.338569272662552,0.277,0.893293953204131,70,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0.023262612,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.67,1,1,0.5,0,0,1,0,0.5,0,0,0,0,0,0,1,1,-2.23767745127859,17,1.491916329,22017.60266,1.006,0.198,0,0.7388,0.0274,1e-04,0,FALSE,0,23.6,10,1,0
"107","South Africa","Africa",0.666461533,0.444,0.61,0.387373690266634,0.258070286073638,0.354556023659728,0.116,0.900614338436338,60,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0,0.034001569,0,0,0,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.67,0.6,1,0.5,1,0,1,0,0.5,0.5,1,1,1,0,0,0,0,-2.30874742558718,12,1.145843314,4361.517164,0.977,0.125,1,0.8011,0.0158,0.0017,0.0027,TRUE,0,59.7,9,0,0
"108","Spain","Europe",0.754280969,0.389,0.408,0.486231046517789,0.250760505526449,0.263008447955762,0.23,0.971830400192742,55,1,0.036001665,0.020708647,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0,0.03629398,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.75,0.33,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.5,1,-3.56951190353989,30,1.359431118,29066.02447,0.979,0.104,0,0.8383,0.0253,8e-04,2e-04,TRUE,0,32.5,10,1,0
"109","Sri Lanka (Ceylon)","Asia",0.585427022,0.722,0.75,0.284543274556059,0.350923747126716,0.364532978317226,0.074,0.470253043344199,39,1,0,0.020708647,0.035832422,0.038494086,0,0.032693817,0,0,0.034832379,0,0,0.03703248,0.026339678,0,0.033632321,0.03629398,0.024154961,0.037801742,0.032678433,0,0.034001569,0,0,0,0,0,0.035893966,0.025785805,0,0.032186099,0.033816947,0.03324769,1,0.67,0,1,1,0.5,1,1,1,0.33,0.5,1,1,1,1,0,0,1,1,-0.63535582671894,30,3.712169683,1865.866009,0.927,0.401,1,0.08,0.07,0,0.6883,FALSE,2,48.9,6,0,0
"110","Sweden","Europe",0.736326296,0.333,0.308,0.534605560162775,0.241772774517622,0.223621665319603,0.302,0.968149092219735,33,1,0.036001665,0,0.035832422,0.038494086,0.035647801,0.032693817,0,0.024693446,0.034832379,0,0.03389387,0.03703248,0,0.036217058,0.033632321,0.03629398,0,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0,0.023262612,0.023554932,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.75,0.33,0,0,1,0,0,0,1,0,0.5,0,1,1,0,0,0,0.5,0,-3.44668939563497,34,1.172216664,48692.5428,0.996,0.048,0,0.845,0.0388,0.0021,0.0017,TRUE,0,25,10,1,0
"111","Switzerland","Europe",0.736449369,0.222,0.428,0.531176532996064,0.160121245653652,0.308702221350284,0.323,0.984752557527735,60,1,0,0,0.035832422,0.038494086,0.035647801,0.032693817,0.030709109,0.024693446,0,0.036478606,0.03389387,0.03703248,0.026339678,0.036217058,0.033632321,0.03629398,0.024154961,0.037801742,0,0.034616981,0.034001569,0.020077851,0.018600857,0.029985998,0,0,0,0,0,0.032186099,0.033816947,0.03324769,0.88,0,0,0.4,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-4.18334349672979,9,0.740102237,52736.55803,0.984,0.057,0,0.8617,0.042,0.0024,0.0032,TRUE,0,29.5,10,1,0
"112","Syria","Asia",0.3691555,0.389,0.392,0.320961383047771,0.338215136996693,0.340823479955536,0.019,0.0771099525622877,27,1,0,0.020708647,0.035832422,0,0,0,0,0,0.034832379,0,0,0,0,0.036217058,0,0,0,0.037801742,0,0.034616981,0.034001569,0,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.25,0.67,0,0,1,1,0,0,1,0,0.5,0,0,0,1,0,0,1,1,-0.0802451767781673,35,3.552339806,1636.130819,0.834,0.54,0,0.0752,0.91,0,0,TRUE,6,35.3,-7,0,0
"113","Tanzania/Tanganyika","Africa",0.369201655,0.611,0.25,0.300114744196146,0.496666540413653,0.203218715390202,0.259,0.753291803879412,34,1,0,0.020708647,0.035832422,0.038494086,0,0,0,0,0.034832379,0,0.03389387,0,0,0,0,0.03629398,0,0,0,0,0.034001569,0,0,0,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,0.5,0,0,0,1,0,0,0,1,0,0.5,1,1,1,1,0,0,0,1,-1.3995490329724,31,0.708331843,572.7509861,0.922,0.593,1,0.4975,0.3386,0,2e-04,FALSE,0,44.1,-1,0,0
"114","Thailand","Asia",0.608197304,0.611,0.505,0.352742289173653,0.354367796877149,0.292889913949198,0.061,0.600336688796346,60,1,0.036001665,0.020708647,0.035832422,0.038494086,0,0.032693817,0,0.024693446,0.034832379,0,0,0,0,0,0.033632321,0.03629398,0.024154961,0,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0,0.035893966,0.025785805,0.030832191,0,0.033816947,0.03324769,0.88,0,0.67,0,1,0.5,0,1,1,0,0.5,0.5,0.5,0.5,1,0,1,0.5,1,-0.917132808311886,1,1.639327463,3453.521754,0.997,0.326,0,0.0056,0.1,0,0.87,TRUE,9,41.6,4,0,0
"115","Togo","Africa",0.472298725,0.389,0.6,0.323204774574754,0.266201559848757,0.410593665576489,0.126,0.808627089429034,46,1,0,0,0.035832422,0,0,0,0,0,0.034832379,0,0,0.03703248,0,0.036217058,0,0,0.024154961,0.037801742,0.032678433,0.034616981,0.034001569,0,0,0.029985998,0,0,0.035893966,0,0,0.032186099,0.033816947,0.03324769,1,0.33,0.67,0,1,1,0,1,1,0,1,0,0.5,0,0,0,1,0,1,-1.65353134304709,16,1.722186244,355.7002807,0.784,0.606,0,0.471,0.137,0,0,FALSE,0,41.5,-4,0,0
