Series Name,Series Code,country,Country Code,income2003,income2004,income2005,income2006,income2007,income2008,income2009,income2010,income2011,income2012,income2013,income2014,income2015,income2016,income2017
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Libya,LBY,3434.947395,4081.28106,5588.047409,6432.583087,8094.6964,9973.387486,7703.492804,8643.651835,4843.990965,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Lithuania,LTU,4634.048538,5703.798965,6774.253695,7934.337459,10389.31557,12632.04904,10302.276,10030.3512,11907.67998,11995.94483,13186.96187,14133.47605,11784.19757,12325.43294,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Luxembourg,LUX,46709.71447,61392.51955,65974.62948,64084.56194,81386.92269,82019.94553,56664.43621,62531.4022,65004.25798,59247.02784,62611.33184,63447.36888,55156.67774,56303.4896,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Macedonia (Former Yugoslav Republic Of),MKD,1881.061267,2158.998279,2358.068936,2617.274758,2864.136778,3665.165546,3544.828102,3458.021019,3889.101994,3575.246529,4052.60665,4273.504607,3774.506361,4014.955631,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Madagascar (Malagasy),MDG,294.2070793,225.7439938,253.1459188,268.7207653,349.9173082,435.3505354,386.6360208,379.6285774,415.7620936,400.3888464,412.7576898,402.9864246,356.5777684,357.9166906,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Malawi,MWI,211.1625844,228.4269998,231.9050293,238.4130732,249.3292153,295.8979782,302.4145477,343.8611751,389.9399969,269.2876254,235.1877405,249.0979156,249.9052706,200.9453485,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Malaysia,MYS,3211.606852,3606.983986,4124.804819,4685.229454,5606.862309,6472.386491,5643.878083,6934.644075,8064.74272,8204.452974,8395.851675,8612.520512,7616.3833,7477.456495,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Maldives,MDV,3183.528827,3663.363173,3338.965732,4443.546048,4435.457184,5322.291224,5148.82807,5414.454326,7515.292031,7396.907941,8349.048388,8902.36604,9214.262604,9517.799004,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mali,MLI,334.492314,378.1846462,427.9682661,455.1978322,520.0583204,571.1708451,566.4181654,556.2137668,636.7087323,548.6166465,598.4561815,657.3308426,568.5720213,582.6823237,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mauritania,MRT,480.0443679,537.754868,579.934247,630.1740668,634.1748728,721.1446098,783.2659309,812.5647108,914.1171403,847.1138344,856.8613958,838.2193195,737.1571747,674.3282296,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mauritius,MUS,4122.580445,4691.813837,4579.346341,5160.861827,6056.170621,7242.371805,6410.556445,7072.219454,7964.253411,7889.099532,8124.283585,8276.068166,7644.149459,7896.160933,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mexico,MEX,5736.20789,6100.196848,6649.241605,7258.483938,7998.631686,8216.222505,6646.602597,7698.821794,8234.168732,8169.371377,8504.887296,8774.804918,7788.535254,6971.091992,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Moldova,MDA,539.6523428,721.959907,832.9111825,954.4677646,1209.5591,1688.691866,1462.896153,1636.360249,1999.493979,2139.066543,2339.765148,2326.751393,1841.155785,1896.224417,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mongolia,MNG,547.4243809,654.1933117,816.7611559,1012.608525,1260.249179,1597.630319,1272.771519,1829.388,2540.97531,3270.872573,3404.826984,3013.18083,2904.079457,2676.807391,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Montenegro,MNE,..,..,..,4129.551001,5404.389921,6675.826913,5899.588189,5867.354927,6607.324061,5954.738795,6517.44353,6639.199738,5920.17083,6277.972462,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Morocco,MAR,1535.239318,1740.565094,1814.007259,1968.755014,2238.559766,2579.512127,2544.040344,2505.599906,2680.127018,2554.000732,2754.13977,2758.130657,2503.577456,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Mozambique,MOZ,239.3277529,283.5036703,315.2874527,315.5373983,349.0406265,416.5525454,395.7829116,351.4505387,443.2547799,472.6404546,502.8131647,507.2395393,419.292994,297.1359964,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Myanmar (Burma),MMR,213.4894645,211.8864479,234.7816126,281.6816736,392.4165012,618.5637441,719.4856074,957.9081935,1137.619179,1073.428676,1075.615214,1131.538448,1032.300315,1087.36599,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Namibia,NAM,2301.57896,2945.344381,3088.684199,3372.557879,3573.023737,3501.735816,3607.383828,4396.473198,4777.235156,4887.913506,4825.875358,4748.789668,4162.813185,3748.160746,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nepal,NPL,241.7662799,271.2499083,299.5186856,328.1550303,368.1847082,443.7791997,452.3058964,550.5346796,642.8093965,635.7159171,641.4875853,663.9353587,700.6030879,681.0829827,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Netherlands,NLD,29624.75307,33748.6913,34362.13158,37802.22922,43374.89513,46442.6844,42842.15362,42029.31224,45289.8334,41739.4893,43173.20967,42966.895,37001.52996,37534.31123,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,New Zealand,NZL,17841.33681,20454.71122,22024.14124,20956.33883,25472.8823,23923.59954,22468.03717,26750.08354,30849.89548,32256.70382,34995.2484,36293.53759,31273.79965,32271.07171,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nicaragua,NIC,872.6903607,942.0589452,1031.861844,1075.155666,1172.519028,1359.633611,1313.522855,1335.79285,1469.966783,1561.047339,1604.932764,1717.064799,1832.28023,1875.771151,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Niger,NER,182.709175,204.226434,223.3172208,229.8262914,254.5119675,308.173597,293.5903585,304.4243434,326.020807,329.0795076,345.7419954,351.2010446,292.5871962,292.2472985,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Nigeria,NGA,377.2435608,466.437341,552.3144412,778.6313956,839.7274588,1016.324919,832.9126694,1865.485841,1932.310402,2155.032277,2344.710735,2630.353822,2242.151492,1830.841559,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Norway,NOR,39165.16571,44685.99313,51829.17342,56853.32786,65916.97303,73170.39891,62001.06432,69002.03034,77456.7155,78356.04735,80793.16361,77700.83122,61142.76098,57982.8633,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Oman,OMN,5719.225688,6107.885849,6794.353683,7065.66159,9457.032227,13284.63603,9625.745994,10657.04277,9877.495332,10968.31358,10830.36727,10550.09656,10652.7579,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Pakistan,PAK,525.8136465,601.8797406,654.6632173,795.4995992,868.6656635,956.2976381,950.958863,995.3076956,1187.48291,1230.465675,1247.437705,1302.590847,1428.11297,1443.666583,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Panama,PAN,3759.153066,3991.826035,4281.408284,4637.797651,5334.589564,6309.132093,6679.909667,6919.038928,8326.425865,9487.113526,10506.20196,11178.41226,11162.28652,11446.63159,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Papua New Guinea,PNG,378.2939618,395.7347392,494.099893,807.3426447,998.0476784,1162.170581,1200.531915,1416.153528,1784.221957,2166.277093,2225.231039,2386.145589,2173.404846,2056.831079,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Paraguay,PRY,846.6791639,1036.257293,1102.981468,1368.681483,1857.157017,2491.373656,2075.04945,2567.000084,3272.959429,3079.684035,3627.262926,3845.712784,3320.763657,3288.274906,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Peru,PER,1899.780588,2070.796771,2266.693389,2405.543522,2775.690427,3332.12217,3365.185518,3983.947339,4498.162901,5097.747937,5388.195889,5365.11044,5042.297255,4957.339727,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Philippines,PHL,1096.410927,1140.283214,1270.506845,1460.726674,1707.848493,2005.089621,1983.962289,2282.696452,2493.56675,2799.779653,3036.396192,3094.456675,3182.538621,3255.442157,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Poland,POL,4807.939877,5522.344377,6761.963641,7587.19471,9395.273414,11968.24764,9836.02393,10713.64389,11862.88324,11221.49549,11743.23222,12159.73234,10657.70574,10463.11218,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Portugal,PRT,13038.86817,14851.17729,15422.80508,15948.53006,18362.80159,19679.41581,18251.06667,17884.22551,18587.21523,16327.12055,17515.99357,17814.76026,15389.321,16032.51847,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Qatar,QAT,..,28572.1731,30799.25873,39018.58266,44073.43378,52349.66745,38976.22692,43863.24588,53108.97983,57284.80324,59202.28391,60396.03308,50409.75209,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Romania,ROU,2070.771994,2660.90131,3609.874653,4554.55173,6539.182935,8142.659909,6553.431718,6613.2783,7184.242119,6686.30223,7480.732148,7953.958091,7081.892485,7427.885831,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Russia (Soviet Union),RUS,2214.391911,3148.815621,4038.60432,5320.888584,7260.652589,9164.113025,6724.118075,8512.15436,11408.86966,12182.90083,12618.65235,11095.88655,7497.324288,6922.880359,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Rwanda,RWA,166.7498424,191.4081131,236.6045715,285.4933273,331.6532115,398.4587623,434.7595258,458.0504007,499.8172791,545.6434027,549.1296813,559.3980631,556.2184078,546.6059196,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Samoa,WSM,1601.145904,2015.157589,2111.640299,2263.483987,2474.552943,2866.712141,2541.048313,2949.391895,3362.266968,3583.416693,3595.245675,3581.491823,3610.049038,3495.564206,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sao Tome and Principe,STP,545.7039945,586.5615067,698.6673623,765.0675098,795.2783321,941.7202106,871.6679554,883.2324143,938.2950007,786.5189526,915.1313636,1033.097139,793.8414524,758.1945212,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Saudi Arabia,SAU,7685.842744,8731.973324,10458.23438,11807.52601,13004.25507,15330.7527,13393.50359,15481.76655,18559.6527,19710.81445,19508.18137,19594.57077,17257.35857,16720.89568,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Senegal,SEN,567.0881339,649.1572253,685.7639313,717.8347528,845.05738,983.752982,900.0443682,885.2405963,936.845666,889.7025498,901.9573874,903.6966025,775.245905,803.163139,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Yugoslavia (Serbia),SRB,..,..,..,3428.711332,4448.819634,5423.152581,4771.848065,4392.991784,5205.051813,4508.327598,5023.923128,4923.351015,4126.072901,4225.471561,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Seychelles,SYC,7178.221356,9336.521432,10346.38871,11376.07588,10697.07979,9060.846712,8530.564994,9148.702691,10297.02564,10950.96574,13110.82423,12626.15979,12345.57997,12716.28746,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sierra Leone,SLE,210.8400254,214.0202681,238.3309417,272.2936892,319.1594803,372.7661171,362.6737052,348.9342001,371.3058718,488.2195909,587.369941,584.1636191,490.4380082,361.889466,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Singapore,SGP,18957.85725,21349.33877,23502.52862,27676.87019,32800.27165,32217.08504,31020.41865,40103.5679,44848.87833,45248.22611,46665.96087,47071.16157,43618.1112,43518.50063,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Slovakia,SVK,6353.348738,7990.4306,8936.349316,10191.59338,12678.18277,14933.1678,13082.04054,12941.09693,13890.87152,13458.78351,14261.64425,14498.12694,12543.69603,12869.91624,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Slovenia,SVN,12052.65195,13887.37455,14687.27088,15951.88312,19181.35617,22017.60266,19487.99049,18452.17362,19626.66818,17391.04674,18063.092,18958.99003,15947.03024,16640.11653,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Solomon Islands,SLB,633.7887648,705.852385,738.4488967,769.0927266,707.0315188,693.3689123,590.8590047,618.2387766,774.3029459,1124.943135,1339.87323,1328.326242,1432.870899,1421.188213,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Africa,ZAF,3041.353473,3937.793999,4407.109073,4556.564584,4817.960311,4361.517164,4715.075694,5847.986022,6388.307546,6031.215907,5487.5861,5178.268319,4687.381253,4262.56956,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,965.2002125,841.7832671,905.9195367,811.2320199,563.3482258,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Spain,ESP,18302.55252,21081.68397,22208.2293,23712.55334,26957.61721,29066.02447,26435.15242,25125.2325,25752.42571,23234.80328,23841.81181,24244.16587,21197.2303,21836.00389,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sri Lanka (Ceylon),LKA,922.7420281,995.4519014,1162.102429,1329.727135,1515.139868,1865.866009,1947.901149,2605.404237,2972.7914,3071.110924,3273.833884,3451.605531,3461.486962,3459.367006,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Lucia,LCA,4091.959322,4288.437422,4553.986873,5553.695701,6196.511777,6153.006814,6146.257496,6679.65997,7017.232911,6898.786794,7136.163422,7091.418333,7477.752275,7492.190483,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,St. Vincent and the Grenadines,VCT,4011.992588,4276.214778,4498.284641,5025.902087,5306.670639,5652.146899,5495.602609,5393.069198,5236.306366,5173.140456,5385.317056,5375.020392,5421.088247,5356.733487,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sudan,SDN,..,..,..,..,..,..,..,..,1333.190634,1453.434709,972.432612,1727.20904,2015.736295,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Suriname,SUR,1952.633179,2143.261997,2718.159214,4171.875375,4714.676455,5345.274122,6044.035176,5650.561556,4599.934286,5360.277102,6084.827366,6535.776054,6405.199902,3620.176692,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sweden,SWE,31821.26497,36153.54603,36958.34958,40332.58575,46731.03925,48692.5428,39251.61599,44690.36544,50872.32304,48760.07851,51432.94886,50489.34809,43232.80839,44237.72785,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Switzerland,CHE,40810.59414,45285.44225,47966.28164,49969.16846,50933.33761,52736.55803,56190.25973,63545.1998,71216.58907,68151.60803,69239.99927,68975.18929,66815.6885,63377.62595,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Syria,SYR,909.9840559,1107.323404,1189.637965,1346.578655,1636.130819,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tajikistan,TJK,..,241.128238,251.7363428,337.1432017,462.2637053,629.0556161,602.9988533,768.4172076,882.5604337,1032.928393,1126.194254,1191.961953,971.984566,818.2233949,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tanzania/Tanganyika,TZA,282.8710525,301.9475789,385.2881663,421.5266707,465.9544327,572.7509861,578.8343475,616.4896868,644.9788388,722.4095887,811.1790002,860.7308771,779.1602238,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Thailand,THA,1864.890035,2118.383686,2278.908995,2678.872413,3191.225734,3453.521754,3338.772519,4013.952865,4378.948029,4515.955434,4648.102945,4514.865105,4480.837361,4489.825883,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Timor-Leste,TLS,649.4387152,..,..,..,..,..,..,..,..,..,..,..,1836.242602,1904.006335,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Togo,TGO,256.5849226,303.668108,325.501639,342.6912911,366.2331317,355.7002807,348.4245418,331.3197082,332.2851029,299.5510172,325.886023,411.4588716,372.9801579,397.068473,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tonga,TON,1882.176522,2120.668505,2379.11862,2707.609158,2763.600269,3184.431156,2904.231725,3336.866388,3789.16493,4223.024097,4015.429122,3863.581086,3773.049718,3435.671641,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Trinidad And Tobago,TTO,6407.994973,7978.009146,8725.294148,9449.0424,11399.55208,15064.84929,10627.89709,12537.94678,12274.14019,11932.40715,13354.03758,13169.08904,13918.90206,12968.91275,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tunisia,TUN,2204.746911,2476.11688,2473.321339,2617.32914,2847.635381,3073.331331,3171.26465,3146.248956,3192.138025,3112.401649,3140.400473,3262.349622,2959.671996,2788.238259,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turkey/Ottoman Empire,TUR,3846.818948,4982.573265,6149.271844,6707.397324,8122.296637,9064.980086,7449.838003,8960.560602,9583.491568,9899.964746,10631.65159,10232.32806,9235.402578,9064.532052,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turkmenistan,TKM,581.4049109,658.040096,611.0151587,895.0054922,1199.615137,2215.882034,2957.299235,3053.491201,3499.420394,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uganda,UGA,169.0670318,220.851931,244.6962513,263.3018958,303.7613899,331.7725142,426.179897,466.5496776,436.3712719,468.7063472,479.5436424,517.8227251,483.2812157,394.2900366,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Ukraine,UKR,834.5729101,1105.6713,1507.335432,1900.247885,2563.212047,3298.508215,2057.504844,2434.055904,2922.997423,3220.477608,3354.134361,2623.805204,1805.299557,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United Arab Emirates,ARE,29435.28173,32144.28426,33469.94484,36411.61276,37531.39856,38831.06282,28504.9511,31812.97543,36076.38284,37502.56708,39176.95197,40199.43283,36198.91235,34579.66959,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United Kingdom,GBR,29716.90309,34862.90138,36607.65918,38128.39097,43296.22749,40132.92607,32747.35955,33828.0071,35967.99075,35699.95703,36300.13073,39483.70879,37445.54599,34167.08679,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,United States Of America,USA,33776.97464,35648.64293,37662.14612,39871.38238,40558.37031,40330.50224,39351.60859,40991.68426,42610.37052,44592.96929,45465.09253,47297.05524,48967.22169,49574.32501,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uruguay,URY,3116.807952,3521.777415,4539.018219,5134.111308,6122.619774,7793.954419,8089.342846,10095.77174,12111.6646,12966.32923,14476.93712,14273.22727,13302.57119,13113.63551,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Uzbekistan,UZB,292.6719699,357.3903532,410.5502548,451.0645873,650.0838937,854.1217336,992.2147443,1210.525277,1314.53535,1431.968869,1656.624813,1798.592742,1911.796912,1885.911303,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Vanuatu,VUT,1361.653383,1532.457208,1587.602705,1768.482629,2048.246,2453.52289,2303.086519,2557.74518,2854.732963,2682.858086,2861.473945,2864.447977,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Venezuela,VEN,2762.81128,3613.288844,4669.732535,5929.849815,7468.652445,10317.91426,10630.8553,12463.36754,9639.458518,11492.61232,10963.05376,14451.47468,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,"Vietnam, Democratic Republic Of",VNM,457.3930834,503.9156798,561.9581122,628.8542631,728.6964351,914.4208433,976.1804005,1061.410567,1209.673532,1391.306044,1519.046686,1641.563189,1701.278439,1810.311216,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Yemen,YEM,384.5606669,417.9014393,454.0646253,543.3006079,653.9877338,794.9568142,849.2764301,988.0953088,1042.015805,1180.756367,1305.834798,1385.548581,1283.401687,933.8254685,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Zambia,ZMB,355.6583117,404.8205645,511.79981,697.0048002,716.5635419,955.8410586,839.7755839,981.1571464,1132.162005,1285.619629,1346.467393,1319.477631,998.9947737,966.6072915,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Zimbabwe (Rhodesia),ZWE,419.4907561,409.5487457,403.0743561,363.7851369,335.5356553,265.5032399,504.7842133,567.9713687,613.3711736,661.2531756,762.7751453,776.22471,755.7849639,750.4841653,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Arab World,ARB,2244.371197,2539.108659,2943.748444,3434.308268,3994.852829,4820.6813,4242.503998,4783.437423,5429.710322,5847.78484,5920.747721,6043.694139,5443.483725,5182.501036,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Caribbean small states,CSS,4596.970207,5070.248101,5528.46491,6081.83189,6765.509215,7695.568837,6535.258038,7083.502483,7138.771774,7630.367099,7860.392151,7825.646655,8020.206584,7517.975068,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Central Europe and the Baltics,CEB,4747.792608,5680.465541,6715.028052,7581.694955,9545.246724,11710.77695,9814.745913,10046.19131,11074.23843,10424.08253,11032.92827,11443.07991,9999.404995,10143.0968,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Early-demographic dividend,EAR,1126.289413,1283.172733,1460.509182,1641.703634,1943.331873,2136.551239,2077.408952,2472.054915,2708.003341,2784.972128,2802.010783,2886.800469,2798.869295,2803.639362,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,East Asia & Pacific,EAS,3293.643184,3669.575115,3868.447677,4080.955807,4544.747438,5139.526485,5326.68646,6150.113935,7004.747527,7515.683733,7522.230599,7732.435261,7654.953882,7783.245528,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,East Asia & Pacific (excluding high income),EAP,1061.853871,1203.318286,1363.839269,1624.559066,2030.195023,2486.256501,2750.935144,3227.028471,3808.372881,4270.147117,4636.035768,4999.422592,5168.593814,5175.45055,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,East Asia & Pacific (IDA & IBRD countries),TEA,1073.413087,1216.416091,1378.671769,1642.201672,2052.202606,2513.147537,2780.619138,3261.771036,3849.283717,4315.913579,4685.607224,5052.747469,5223.58389,5230.358618,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Euro area,EMU,22690.92778,26049.09474,26833.23619,28449.43036,32471.45541,35027.80102,31776.20635,31157.45297,33628.36293,31001.94958,32227.24062,32788.91267,28136.36359,28768.42784,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Europe & Central Asia,ECS,12982.06602,15153.93772,16076.29802,17315.43786,20111.68852,21716.10835,18999.68994,19504.22494,21466.89157,20514.29516,21347.21335,21512.06865,18461.03564,18252.43183,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Europe & Central Asia (excluding high income),ECA,1969.317511,2650.82386,3351.112835,4115.18556,5430.450157,6664.890099,5201.496642,6237.067455,7616.759096,8011.400081,8500.136,7874.91761,6084.125321,5709.589616,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2264.497888,2954.430293,3703.121508,4472.316537,5835.186267,7191.11483,5665.708791,6669.268849,8021.033542,8310.038194,8799.298547,8266.229995,6501.38097,6142.952073,..
