Series Name,Series Code,country,Country Code,income2003,income2004,income2005,income2006,income2007,income2008,income2009,income2010,income2011,income2012,income2013,income2014,income2015,income2016,income2017
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,European Union,EUU,20408.49687,23580.98244,24569.95148,26097.58309,29948.43407,31774.39955,28159.50506,28074.02851,30325.44425,28375.30654,29473.18629,30346.02624,26551.84406,26614.18435,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Fragile and conflict affected situations,FCS,448.9418989,508.3821203,595.5449532,674.1366277,835.0706205,1063.270979,1017.078711,1148.905692,1228.971359,1316.335314,1334.771439,1427.777515,1284.924759,1193.645649,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Heavily indebted poor countries (HIPC),HPC,298.2631079,330.2442264,365.677561,412.7980815,472.8665166,550.5932856,556.3692761,577.1297033,622.5055624,646.4365871,659.2559454,720.2041639,699.1850345,685.7994693,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,High income,HIC,23524.58602,26068.95993,27366.47532,28793.34629,31040.66096,32306.0513,30052.9552,31571.92608,33981.94174,33913.76625,34079.703,34621.09827,32702.15122,32990.46472,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IBRD only,IBD,1357.621676,1587.547802,1860.013028,2170.930157,2690.384695,3149.5631,3096.598136,3685.285994,4241.034739,4478.246457,4677.212696,4816.527976,4533.332835,4469.123504,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA & IBRD total,IBT,1137.928477,1324.862002,1543.414656,1799.212559,2213.147682,2584.919611,2537.235806,3023.000305,3459.221695,3645.773742,3801.438736,3920.469538,3689.542188,3622.243707,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA blend,IDB,450.3560515,524.3424929,584.6052099,742.3029807,828.3073492,957.1523869,905.8253151,1310.878019,1432.855807,1560.000435,1668.496746,1813.75732,1717.069038,1579.603856,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA only,IDX,322.8525074,355.5246367,391.1548378,435.4465735,504.200201,596.8302768,619.6290946,677.7339011,740.121818,764.4840774,792.3641278,862.1104785,857.1049639,862.8519434,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,IDA total,IDA,363.8483955,410.5697737,454.3271509,537.7460402,611.6654053,715.4779652,710.6550541,894.736966,972.9111107,1032.894002,1088.719506,1184.234462,1147.543363,1103.170133,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Late-demographic dividend,LTE,1657.706424,1967.644514,2337.105764,2800.440118,3531.243829,4297.970336,4214.954433,4969.670048,5914.379915,6337.817674,6776.037153,7016.452314,6543.865135,6437.551307,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Latin America & Caribbean,LCN,3032.666673,3443.130967,4107.361096,4730.497757,5597.149913,6434.534734,6070.017321,7468.712432,8314.75581,8347.093286,8506.665894,8604.029618,7348.581231,7028.515006,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Latin America & Caribbean (excluding high income),LAC,2983.784933,3345.447427,3985.391105,4599.785039,5430.316644,6202.522509,5853.321086,7196.069596,7901.491751,7871.78318,8009.295243,8191.750727,6686.066298,6407.391859,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2998.007406,3410.112341,4074.32376,4688.293769,5557.601581,6399.776944,6029.061901,7440.124113,8287.35848,8307.576781,8461.685554,8556.252592,7301.747594,6981.001356,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Least developed countries: UN classification,LDC,278.9141658,304.3117127,333.4160922,367.7509719,427.0012915,494.7558654,542.4127977,598.4229383,661.4923284,689.0143728,717.5751567,796.1024171,794.7819851,788.296454,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Low & middle income,LMY,1082.730894,1257.747769,1461.590757,1709.119635,2103.409932,2447.388893,2421.513615,2889.431346,3303.075081,3493.33189,3645.320646,3771.669312,3542.212341,3483.150652,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Low income,LIC,244.9990029,274.7518757,306.3744967,336.760863,393.9092589,458.8550076,481.9311978,510.4007234,547.985977,585.6694549,623.4920151,655.7348263,615.488816,582.0151638,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Lower middle income,LMC,565.1871233,630.6033514,704.1075646,821.6263098,995.8706646,1079.833337,1129.378462,1401.574532,1543.693616,1604.239632,1648.601054,1735.93672,1724.709048,1771.122948,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle East & North Africa,MEA,2637.994074,2993.122908,3443.998331,3978.708887,4720.490615,5616.463749,5120.526812,5814.847524,6620.992634,6977.893822,6851.701151,6856.738915,6162.157717,6010.911257,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle East & North Africa (excluding high income),MNA,1385.014931,1567.088199,1776.305302,2028.518324,2519.634686,3010.554164,2996.983237,3376.017574,3709.544289,3910.23579,3607.523293,3548.408479,3243.080661,3157.918392,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle East & North Africa (IDA & IBRD countries),TMN,1390.540517,1573.480804,1783.708094,2037.147399,2530.56696,3023.978326,3010.710004,3391.893639,3727.486005,3929.680504,3625.956059,3567.033985,3260.567616,3175.410288,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Middle income,MIC,1172.625134,1364.813715,1589.319098,1863.137824,2298.237088,2677.830896,2650.681175,3173.230366,3635.977986,3849.998911,4021.65564,4165.609575,3917.651787,3860.256442,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,North America,NAC,32698.13548,34678.68869,36836.58997,39178.65345,40133.43741,40055.81838,38709.18765,40746.89672,42593.45025,44411.80571,45197.27499,46680.79561,47594.25238,48039.13101,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,OECD members,OED,22358.43949,24756.80995,25983.57499,27289.56608,29411.54056,30499.61465,28309.58589,29728.68642,31828.70938,31685.82334,31870.55905,32380.17753,30511.60966,30741.49717,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Other small states,OSS,..,4714.93492,5305.007517,6234.145822,7518.920894,8830.013632,7583.446472,8404.531804,10020.14024,10400.86323,10916.7295,11251.85993,9950.437133,..,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Pacific island small states,PSS,1838.21194,2154.776972,2350.586286,2354.510555,2570.563189,2727.712292,2316.839331,2500.222093,2855.187512,3041.206702,3256.565597,3295.948264,3269.973875,3287.529714,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Post-demographic dividend,PST,24603.26404,27260.03153,28547.44748,29990.67374,32261.86272,33408.38005,31256.91565,32740.11095,35111.91015,35030.88896,35162.41015,35754.32241,33815.24996,34217.90925,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Pre-demographic dividend,PRE,342.000646,390.3544493,448.8175816,554.8121635,649.0427997,779.0066898,733.9777284,1017.215639,1093.541553,1195.804877,1264.736667,1378.908595,1208.792509,1077.268882,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Small states,SST,4053.387045,4640.364803,5176.290451,5964.817601,7057.635907,8222.741477,7049.560865,7781.20483,9013.946123,9413.784212,9865.855179,10123.36454,9184.056005,9041.530453,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Asia,SAS,469.749072,538.3719496,603.9367443,676.2815566,842.5700274,836.8101348,923.9989197,1100.857302,1210.596926,1210.808526,1227.459679,1330.34131,1365.119137,1440.075944,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,South Asia (IDA & IBRD),TSA,469.749072,538.3719496,603.9367443,676.2815566,842.5700274,836.8101348,923.9989197,1100.857302,1210.596926,1210.808526,1227.459679,1330.34131,1365.119137,1440.075944,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sub-Saharan Africa,SSF,511.0906575,612.9150299,681.5316335,771.9923284,844.4430864,883.6169105,886.9483589,1173.253709,1244.941211,1284.743498,1308.363626,1391.962351,1264.349335,1148.804608,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sub-Saharan Africa (excluding high income),SSA,510.3049337,611.9161451,680.4502406,770.8145971,843.3791794,882.7466231,886.1574056,1172.439151,1244.063611,1283.822658,1307.24875,1390.913764,1263.319726,1147.743251,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,511.0906575,612.9150299,681.5316335,771.9923284,844.4430864,883.6169105,886.9483589,1173.253709,1244.941211,1284.743498,1308.363626,1391.962351,1264.349335,1148.804608,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,Upper middle income,UMC,1802.507006,2132.71313,2522.783543,2970.830592,3694.929603,4404.289866,4308.552722,5120.446314,5952.399041,6354.466273,6686.839197,6913.073245,6411.299511,6249.100109,..
Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,World,WLD,5091.676457,5666.013252,6040.713427,6474.755486,7174.971878,7661.125894,7224.292531,7850.391209,8575.073244,8692.036723,8817.382623,8985.337996,8442.344046,8413.505174,..
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,
Last Updated: 11/14/2018,,,,,,,,,,,,,,,,,,
